country,cause_of_death,lyl,cause/risk
Bangladesh,Self-harm and interpersonal violence,0.16017073,Cause
Bangladesh,Skin and subcutaneous diseases,0.021585366,Cause
Bangladesh,Substance use disorders,0.012634146,Cause
Bangladesh,Tobacco,2.036219484,Risk
Bangladesh,Transport injuries,0.233073166,Cause
Bangladesh,Unintentional injuries,0.398219511,Cause
Bangladesh,Unsafe sex,0.097268295,Risk
Bangladesh,"Unsafe water, sanitation, and handwashing",0.535439028,Risk
Barbados,Ambient ozone pollution,0,Risk
Barbados,Cardiovascular diseases,4.287901725,Cause
Barbados,Child and maternal malnutrition,0.436076167,Risk
Barbados,Childhood sexual abuse and bullying,0.002034398,Cause
Barbados,Chronic respiratory diseases,0.224213759,Cause
Barbados,Diabetes and kidney diseases,1.825353812,Cause
Barbados,Dietary risks,1.399297299,Risk
Barbados,Digestive diseases,0.397815724,Cause
Barbados,Drug use,0.042378378,Risk
Barbados,Enteric infections,0.019965602,Cause
Barbados,HIV/AIDS and sexually transmitted infections,0.210609336,Cause
Barbados,High LDL cholesterol,0.5294914,Risk
Barbados,High alcohol use,0.462211297,Cause
Barbados,High body-mass index,1.697459464,Risk
Barbados,High fasting plasma glucose,2.518766591,Risk
Barbados,High systolic blood pressure,2.202029485,Risk
Barbados,Intimate partner violence,0.036363637,Risk
Barbados,Kidney dysfunction,0.859845209,Cause
Barbados,Low bone mineral density,0.0465086,Risk
Barbados,Low physical activity,0.304066341,Risk
Barbados,Maternal and neonatal disorders,0.494697789,Cause
Barbados,Mental disorders,0,Cause
Barbados,Musculoskeletal disorders,0.072054055,Cause
Barbados,Neglected tropical diseases and malaria,0.009017199,Cause
Barbados,Neoplasms,3.289159707,Cause
Barbados,Neurological disorders,0.470889435,Cause
Barbados,Non-optimal temperature,0.029085995,Cause
Barbados,Nutritional deficiencies,0.022017199,Cause
Barbados,Occupational risks,0.077213759,Risk
Barbados,Other environmental risks,0.176628993,Risk
Barbados,Other infectious diseases,0.108429975,Cause
Barbados,Other non-communicable diseases,0.700137592,Cause
Barbados,PM2.5 relative to WHO guideline,0,Risk
Barbados,Respiratory infections and tuberculosis,1.712137589,Cause
Barbados,Self-harm and interpersonal violence,0.40863636,Cause
Barbados,Skin and subcutaneous diseases,0.309847667,Cause
Barbados,Substance use disorders,0.040498771,Cause
Barbados,Tobacco,0.448022108,Risk
Barbados,Transport injuries,0.202469286,Cause
Barbados,Unintentional injuries,0.272867321,Cause
Barbados,Unsafe sex,0.280582311,Risk
Barbados,"Unsafe water, sanitation, and handwashing",0.036457002,Risk
Belarus,Ambient ozone pollution,0.004570457,Risk
Belarus,Cardiovascular diseases,21.57366868,Cause
Belarus,Child and maternal malnutrition,0.085140913,Risk
Belarus,Childhood sexual abuse and bullying,0.012169096,Cause
Belarus,Chronic respiratory diseases,0.130634596,Cause
Belarus,Diabetes and kidney diseases,0.126147716,Cause
Belarus,Dietary risks,3.465886298,Risk
Belarus,Digestive diseases,0.526352769,Cause
Belarus,Drug use,0.188374149,Risk
Belarus,Enteric infections,0.003,Cause
Belarus,HIV/AIDS and sexually transmitted infections,0.090056365,Cause
Belarus,High LDL cholesterol,2.086358601,Risk
Belarus,High alcohol use,1.007379973,Cause
Belarus,High body-mass index,1.300286688,Risk
Belarus,High fasting plasma glucose,0.747040818,Risk
Belarus,High systolic blood pressure,6.196529654,Risk
Belarus,Intimate partner violence,0.006802721,Risk
Belarus,Kidney dysfunction,1.16389116,Cause
Belarus,Low bone mineral density,0.047140913,Risk
Belarus,Low physical activity,0.16068902,Risk
Belarus,Maternal and neonatal disorders,0.102112731,Cause
Belarus,Mental disorders,0,Cause
Belarus,Musculoskeletal disorders,0.001,Cause
Belarus,Neglected tropical diseases and malaria,4.86E-04,Cause
Belarus,Neoplasms,2.454792028,Cause
Belarus,Neurological disorders,0.424074833,Cause
Belarus,Non-optimal temperature,0.456569486,Cause
Belarus,Nutritional deficiencies,0.010943635,Cause
Belarus,Occupational risks,0.110684158,Risk
Belarus,Other environmental risks,0.218485909,Risk
Belarus,Other infectious diseases,0.048887269,Cause
Belarus,Other non-communicable diseases,0.20168999,Cause
Belarus,PM2.5 relative to WHO guideline,0.44,Risk
Belarus,Respiratory infections and tuberculosis,4.046831875,Cause
Belarus,Self-harm and interpersonal violence,0.459017489,Cause
Belarus,Skin and subcutaneous diseases,0.005457726,Cause
Belarus,Substance use disorders,0.437868802,Cause
Belarus,Tobacco,2.407411053,Risk
Belarus,Transport injuries,0.193965985,Cause
Belarus,Unintentional injuries,0.60230709,Cause
Belarus,Unsafe sex,0.120970847,Risk
Belarus,"Unsafe water, sanitation, and handwashing",0.004028183,Risk
Belgium,Ambient ozone pollution,0.031580362,Risk
Belgium,Cardiovascular diseases,3.089572542,Cause
Belgium,Child and maternal malnutrition,0.125649243,Risk
Belgium,Childhood sexual abuse and bullying,0.00502296,Cause
Belgium,Chronic respiratory diseases,0.682974599,Cause
Belgium,Diabetes and kidney diseases,0.405638983,Cause
Belgium,Dietary risks,0.888269175,Risk
Belgium,Digestive diseases,0.552413288,Cause
Belgium,Drug use,0.115056181,Risk
Belgium,Enteric infections,0.08998339,Cause
Belgium,HIV/AIDS and sexually transmitted infections,0.013068881,Cause
Belgium,High LDL cholesterol,0.449941379,Risk
Belgium,High alcohol use,0.548746464,Cause
Belgium,High body-mass index,0.612916949,Risk
Belgium,High fasting plasma glucose,0.694357107,Risk
Belgium,High systolic blood pressure,1.333064972,Risk
Belgium,Intimate partner violence,0.006350757,Risk
Belgium,Kidney dysfunction,0.506661943,Cause
Belgium,Low bone mineral density,0.13449487,Risk
Belgium,Low physical activity,0.108150463,Risk
Belgium,Maternal and neonatal disorders,0.125252565,Cause
Belgium,Mental disorders,9.77E-04,Cause
Belgium,Musculoskeletal disorders,0.031747435,Cause
Belgium,Neglected tropical diseases and malaria,4.89E-04,Cause
Belgium,Neoplasms,3.989269673,Cause
Belgium,Neurological disorders,1.166498282,Cause
Belgium,Non-optimal temperature,0.307770395,Cause
Belgium,Nutritional deficiencies,0.021862237,Cause
Belgium,Occupational risks,0.365504159,Risk
Belgium,Other environmental risks,0.199390328,Risk
Belgium,Other infectious diseases,0.04397704,Cause
Belgium,Other non-communicable diseases,0.322868588,Cause
Belgium,PM2.5 relative to WHO guideline,0.25,Risk
Belgium,Respiratory infections and tuberculosis,1.443283345,Cause
Belgium,Self-harm and interpersonal violence,0.431086961,Cause
Belgium,Skin and subcutaneous diseases,0.055701514,Cause
Belgium,Substance use disorders,0.129170983,Cause
Belgium,Tobacco,1.460028837,Risk
Belgium,Transport injuries,0.152653153,Cause
Belgium,Unintentional injuries,0.47852809,Cause
Belgium,Unsafe sex,0.049196384,Risk
Belgium,"Unsafe water, sanitation, and handwashing",0.012465559,Risk
Belize,Ambient ozone pollution,0.018611897,Risk
Belize,Cardiovascular diseases,4.417257436,Cause
Belize,Child and maternal malnutrition,0.633208679,Risk
Belize,Childhood sexual abuse and bullying,0.003562165,Cause
Belize,Chronic respiratory diseases,0.551620673,Cause
Belize,Diabetes and kidney diseases,2.311916139,Cause
Belize,Dietary risks,1.349265724,Risk
Belize,Digestive diseases,0.713476841,Cause
Belize,Drug use,0.093193564,Risk
Belize,Enteric infections,0.066975134,Cause
Belize,HIV/AIDS and sexually transmitted infections,0.538919064,Cause
Belize,High LDL cholesterol,0.528970746,Risk
Belize,High alcohol use,0.557399317,Cause
Belize,High body-mass index,2.133841541,Risk
Belize,High fasting plasma glucose,2.45981765,Risk
Belize,High systolic blood pressure,2.412834227,Risk
Belize,Intimate partner violence,0.032179425,Risk
Belize,Kidney dysfunction,1.293160897,Cause
Belize,Low bone mineral density,0.068785958,Risk
Belize,Low physical activity,0.194190151,Risk
Belize,Maternal and neonatal disorders,0.566577279,Cause
Belize,Mental disorders,0,Cause
Belize,Musculoskeletal disorders,0.047055095,Cause
Belize,Neglected tropical diseases and malaria,0.005024866,Cause
Belize,Neoplasms,2.166374939,Cause
Belize,Neurological disorders,0.499702584,Cause
Belize,Non-optimal temperature,0.124860556,Cause
Belize,Nutritional deficiencies,0.105785958,Cause
Belize,Occupational risks,0.212192589,Risk
Belize,Other environmental risks,0.277114578,Risk
Belize,Other infectious diseases,0.028950268,Cause
Belize,Other non-communicable diseases,0.516542662,Cause
Belize,PM2.5 relative to WHO guideline,0.78,Risk
Belize,Respiratory infections and tuberculosis,4.17041882,Cause
Belize,Self-harm and interpersonal violence,0.713890297,Cause
Belize,Skin and subcutaneous diseases,0.046502682,Cause
Belize,Substance use disorders,0.071392491,Cause
Belize,Tobacco,0.712031692,Risk
Belize,Transport injuries,0.44747489,Cause
Belize,Unintentional injuries,0.519863969,Cause
Belize,Unsafe sex,0.557294978,Risk
Belize,"Unsafe water, sanitation, and handwashing",0.143726475,Risk
Benin,Ambient ozone pollution,0.03255022,Risk
Benin,Cardiovascular diseases,3.685441448,Cause
Benin,Child and maternal malnutrition,2.362776581,Risk
Benin,Childhood sexual abuse and bullying,0.002020088,Cause
Benin,Chronic respiratory diseases,0.399080353,Cause
Benin,Diabetes and kidney diseases,0.854421852,Cause
Benin,Dietary risks,0.923473297,Risk
Benin,Digestive diseases,0.803531113,Cause
Benin,Drug use,0.030731014,Risk
Benin,Enteric infections,0.902911808,Cause
Benin,HIV/AIDS and sexually transmitted infections,0.501755512,Cause
Benin,High LDL cholesterol,0.347899559,Risk
Benin,High alcohol use,0.31022636,Cause
Benin,High body-mass index,0.631448799,Risk
Benin,High fasting plasma glucose,0.834304752,Risk
Benin,High systolic blood pressure,2.051547279,Risk
Benin,Intimate partner violence,0.028907398,Risk
Benin,Kidney dysfunction,0.729791279,Cause
Benin,Low bone mineral density,0.078590397,Risk
Benin,Low physical activity,0.032758942,Risk
Benin,Maternal and neonatal disorders,1.962975502,Cause
Benin,Mental disorders,0,Cause
Benin,Musculoskeletal disorders,0.012268986,Cause
Benin,Neglected tropical diseases and malaria,2.792165115,Cause
Benin,Neoplasms,1.102385105,Cause
Benin,Neurological disorders,0.26033709,Cause
Benin,Non-optimal temperature,0.192911808,Cause
Benin,Nutritional deficiencies,0.083839294,Cause
Benin,Occupational risks,0.158835865,Risk
Benin,Other environmental risks,0.231253307,Risk
Benin,Other infectious diseases,0.373630573,Cause
Benin,Other non-communicable diseases,0.770344929,Cause
Benin,PM2.5 relative to WHO guideline,1.12,Risk
Benin,Respiratory infections and tuberculosis,4.635894173,Cause
Benin,Self-harm and interpersonal violence,0.313724155,Cause
Benin,Skin and subcutaneous diseases,0.003020088,Cause
Benin,Substance use disorders,0.023321411,Cause
Benin,Tobacco,0.286932877,Risk
Benin,Transport injuries,0.409683979,Cause
Benin,Unintentional injuries,0.580221951,Cause
Benin,Unsafe sex,0.553372856,Risk
Benin,"Unsafe water, sanitation, and handwashing",0.964421852,Risk
Bhutan,Ambient ozone pollution,0.183300781,Risk
Bhutan,Cardiovascular diseases,4.372031246,Cause
Bhutan,Child and maternal malnutrition,1.096609375,Risk
Bhutan,Childhood sexual abuse and bullying,0.001535156,Cause
Bhutan,Chronic respiratory diseases,1.567882814,Cause
Bhutan,Diabetes and kidney diseases,0.827390625,Cause
Bhutan,Dietary risks,1.381070311,Risk
Bhutan,Digestive diseases,0.872472654,Cause
Bhutan,Drug use,0.07203125,Risk
Bhutan,Enteric infections,0.718570314,Cause
Bhutan,HIV/AIDS and sexually transmitted infections,0.158425781,Cause
Bhutan,High LDL cholesterol,0.758656248,Risk
Bhutan,High alcohol use,0.170226562,Cause
Bhutan,High body-mass index,0.693664063,Risk
Bhutan,High fasting plasma glucose,1.086703125,Risk
Bhutan,High systolic blood pressure,1.886691405,Risk
Bhutan,Intimate partner violence,0.002441406,Risk
Bhutan,Kidney dysfunction,0.717636718,Cause
Bhutan,Low bone mineral density,0.140207031,Risk
Bhutan,Low physical activity,0.238574219,Risk
Bhutan,Maternal and neonatal disorders,1.228351562,Cause
Bhutan,Mental disorders,0,Cause
Bhutan,Musculoskeletal disorders,0.035113281,Cause
Bhutan,Neglected tropical diseases and malaria,0.020558594,Cause
Bhutan,Neoplasms,1.240925782,Cause
Bhutan,Neurological disorders,0.360785157,Cause
Bhutan,Non-optimal temperature,0.42353125,Cause
Bhutan,Nutritional deficiencies,0.013929688,Cause
Bhutan,Occupational risks,0.580156248,Risk
Bhutan,Other environmental risks,0.450589843,Risk
Bhutan,Other infectious diseases,0.196066406,Cause
Bhutan,Other non-communicable diseases,0.375628906,Cause
Bhutan,PM2.5 relative to WHO guideline,2,Risk
Bhutan,Respiratory infections and tuberculosis,1.068589843,Cause
Bhutan,Self-harm and interpersonal violence,0.158683593,Cause
Bhutan,Skin and subcutaneous diseases,0.021417969,Cause
Bhutan,Substance use disorders,0.021375,Cause
Bhutan,Tobacco,0.901214839,Risk
Bhutan,Transport injuries,0.245062499,Cause
Bhutan,Unintentional injuries,0.723652342,Cause
Bhutan,Unsafe sex,0.142476563,Risk
Bhutan,"Unsafe water, sanitation, and handwashing",0.404089845,Risk
Bolivia,Ambient ozone pollution,0.020020568,Risk
Bolivia,Cardiovascular diseases,2.803173358,Cause
Bolivia,Child and maternal malnutrition,0.738151813,Risk
Bolivia,Childhood sexual abuse and bullying,0.002020568,Cause
Bolivia,Chronic respiratory diseases,0.478106759,Cause
Bolivia,Diabetes and kidney diseases,1.493084225,Cause
Bolivia,Dietary risks,1.214300685,Risk
Bolivia,Digestive diseases,0.881188055,Cause
Bolivia,Drug use,0.045921646,Risk
Bolivia,Enteric infections,0.121695397,Cause
Bolivia,HIV/AIDS and sexually transmitted infections,0.15841528,Cause
Bolivia,High LDL cholesterol,0.433045055,Risk
Bolivia,High alcohol use,0.482985316,Cause
Bolivia,High body-mass index,1.107565128,Risk
Bolivia,High fasting plasma glucose,1.505256606,Risk
Bolivia,High systolic blood pressure,1.361967677,Risk
Bolivia,Intimate partner violence,0.017629774,Risk
Bolivia,Kidney dysfunction,1.023679723,Cause
Bolivia,Low bone mineral density,0.07388051,Risk
Bolivia,Low physical activity,0.093872673,Risk
Bolivia,Maternal and neonatal disorders,0.717095004,Cause
Bolivia,Mental disorders,0,Cause
Bolivia,Musculoskeletal disorders,0.026650342,Cause
Bolivia,Neglected tropical diseases and malaria,0.075530852,Cause
Bolivia,Neoplasms,2.630945143,Cause
Bolivia,Neurological disorders,0.282345739,Cause
Bolivia,Non-optimal temperature,0.311053868,Cause
Bolivia,Nutritional deficiencies,0.136345739,Cause
Bolivia,Occupational risks,0.134950051,Risk
Bolivia,Other environmental risks,0.264246817,Risk
Bolivia,Other infectious diseases,0.069143977,Cause
Bolivia,Other non-communicable diseases,0.63344858,Cause
Bolivia,PM2.5 relative to WHO guideline,2.66,Risk
Bolivia,Respiratory infections and tuberculosis,18.92159378,Cause
Bolivia,Self-harm and interpersonal violence,0.268324195,Cause
Bolivia,Skin and subcutaneous diseases,0.013938296,Cause
Bolivia,Substance use disorders,0.067843292,Cause
Bolivia,Tobacco,0.555796285,Risk
Bolivia,Transport injuries,0.447747312,Cause
Bolivia,Unintentional injuries,0.559788448,Cause
Bolivia,Unsafe sex,0.285075412,Risk
Bolivia,"Unsafe water, sanitation, and handwashing",0.134592556,Risk
Bosnia and Herzegovina,Ambient ozone pollution,0.023680851,Risk
Bosnia and Herzegovina,Cardiovascular diseases,7.454228257,Cause
Bosnia and Herzegovina,Child and maternal malnutrition,0.202197292,Risk
Bosnia and Herzegovina,Childhood sexual abuse and bullying,0.006680851,Cause
Bosnia and Herzegovina,Chronic respiratory diseases,0.287203093,Cause
Bosnia and Herzegovina,Diabetes and kidney diseases,0.710918764,Cause
Bosnia and Herzegovina,Dietary risks,2.050179882,Risk
Bosnia and Herzegovina,Digestive diseases,0.376541584,Cause
Bosnia and Herzegovina,Drug use,0.049272727,Risk
Bosnia and Herzegovina,Enteric infections,0.014934236,Cause
Bosnia and Herzegovina,HIV/AIDS and sexually transmitted infections,0.008032882,Cause
Bosnia and Herzegovina,High LDL cholesterol,1.181282398,Risk
Bosnia and Herzegovina,High alcohol use,0.491179877,Cause
Bosnia and Herzegovina,High body-mass index,1.095593813,Risk
Bosnia and Herzegovina,High fasting plasma glucose,1.634377179,Risk
Bosnia and Herzegovina,High systolic blood pressure,3.247524185,Risk
Bosnia and Herzegovina,Intimate partner violence,0.001450677,Risk
Bosnia and Herzegovina,Kidney dysfunction,0.603661509,Cause
