country,cause_of_death,lyl
Belarus,Self-harm and interpersonal violence,0.609300287
Belarus,Skin and subcutaneous diseases,0.003971817
Belarus,Substance use disorders,0.48695335
Belarus,Tobacco,2.780509207
Belarus,Transport injuries,0.250015547
Belarus,Unintentional injuries,0.744998051
Belarus,Unsafe sex,0.121970847
Belarus,"Unsafe water, sanitation, and handwashing",0.004028183
Belgium,Alcohol use,0.969858826
Belgium,Ambient ozone pollution,0.030114802
Belgium,PM2.5 relative to WHO guideline,0.5
Belgium,Cardiovascular diseases,4.38190375
Belgium,Child and maternal malnutrition,0.12451148
Belgium,Childhood sexual abuse and bullying,0.007557401
Belgium,Chronic respiratory diseases,0.76205374
Belgium,Diabetes and kidney diseases,0.449248655
Belgium,Dietary risks,1.388722034
Belgium,Digestive diseases,0.628931119
Belgium,Drug use,0.143590622
Belgium,Enteric infections,0.08098339
Belgium,HIV/AIDS and sexually transmitted infections,0.013557401
Belgium,High LDL cholesterol,0.776649243
Belgium,High body-mass index,0.926192474
Belgium,High fasting plasma glucose,1.115609672
Belgium,High systolic blood pressure,2.056637514
Belgium,Household air pollution from solid fuels,0.001
Belgium,Intimate partner violence,0.008304836
Belgium,Kidney dysfunction,0.536530531
Belgium,Low bone mineral density,0.149799706
Belgium,Low physical activity,0.234576452
Belgium,Maternal and neonatal disorders,0.114787006
Belgium,Mental disorders,9.77E-04
Belgium,Musculoskeletal disorders,0.036701514
Belgium,Neglected tropical diseases and malaria,0
Belgium,Neoplasms,4.560484137
Belgium,Neurological disorders,0.906253536
Belgium,Non-optimal temperature,0.517891548
Belgium,Nutritional deficiencies,0.031701514
Belgium,Occupational risks,0.425255503
Belgium,Other environmental risks,0.18499365
Belgium,Other infectious diseases,0.044465559
Belgium,Other non-communicable diseases,0.320753785
Belgium,Respiratory infections and tuberculosis,0.616265265
Belgium,Self-harm and interpersonal violence,0.503988769
Belgium,Skin and subcutaneous diseases,0.046167073
Belgium,Substance use disorders,0.136912068
Belgium,Tobacco,2.517401584
Belgium,Transport injuries,0.229968249
Belgium,Unintentional injuries,0.486931119
Belgium,Unsafe sex,0.052593062
Belgium,"Unsafe water, sanitation, and handwashing",0.010954079
Belize,Alcohol use,0.834167655
Belize,Ambient ozone pollution,0.015101365
Belize,PM2.5 relative to WHO guideline,0.5
Belize,Cardiovascular diseases,4.815438587
Belize,Child and maternal malnutrition,0.691481482
Belize,Childhood sexual abuse and bullying,0.004588694
Belize,Chronic respiratory diseases,0.553877196
Belize,Diabetes and kidney diseases,2.234939563
Belize,Dietary risks,1.287202729
Belize,Digestive diseases,0.76657895
Belize,Drug use,0.047633529
Belize,Enteric infections,0.095614035
Belize,HIV/AIDS and sexually transmitted infections,0.54900975
Belize,High LDL cholesterol,0.800208577
Belize,High body-mass index,2.482557494
Belize,High fasting plasma glucose,2.697428837
Belize,High systolic blood pressure,2.668130602
Belize,Household air pollution from solid fuels,0.236011695
Belize,Intimate partner violence,0.054093566
Belize,Kidney dysfunction,1.236124755
Belize,Low bone mineral density,0.079481482
Belize,Low physical activity,0.364541908
Belize,Maternal and neonatal disorders,0.600986354
Belize,Mental disorders,0
Belize,Musculoskeletal disorders,0.049524366
Belize,Neglected tropical diseases and malaria,0.008512671
Belize,Neoplasms,2.416354776
Belize,Neurological disorders,0.625573097
Belize,Non-optimal temperature,0.104152047
Belize,Nutritional deficiencies,0.10294347
Belize,Occupational risks,0.202345032
Belize,Other environmental risks,0.146019494
Belize,Other infectious diseases,0.053050682
Belize,Other non-communicable diseases,0.546543859
Belize,Respiratory infections and tuberculosis,1.062721247
Belize,Self-harm and interpersonal violence,0.951504889
Belize,Skin and subcutaneous diseases,0.049980506
Belize,Substance use disorders,0.079058481
Belize,Tobacco,1.216317751
Belize,Transport injuries,0.595376226
Belize,Unintentional injuries,0.662994158
Belize,Unsafe sex,0.635984403
Belize,"Unsafe water, sanitation, and handwashing",0.171487329
Benin,Alcohol use,0.497215092
Benin,Ambient ozone pollution,0.027570309
Benin,PM2.5 relative to WHO guideline,1.2
Benin,Cardiovascular diseases,3.686280742
Benin,Child and maternal malnutrition,2.826920628
Benin,Childhood sexual abuse and bullying,0.003040176
Benin,Chronic respiratory diseases,0.460281235
Benin,Diabetes and kidney diseases,0.7832244
Benin,Dietary risks,1.074232239
Benin,Digestive diseases,0.837993141
Benin,Drug use,0.021100441
Benin,Enteric infections,1.177180794
Benin,HIV/AIDS and sexually transmitted infections,0.492839294
Benin,High LDL cholesterol,0.45666634
Benin,High body-mass index,1.120942184
Benin,High fasting plasma glucose,1.281444389
Benin,High systolic blood pressure,2.138491424
Benin,Household air pollution from solid fuels,2.040561489
Benin,Intimate partner violence,0.042136208
Benin,Kidney dysfunction,0.570806957
Benin,Low bone mineral density,0.071080353
Benin,Low physical activity,0.079678589
Benin,Maternal and neonatal disorders,1.939385105
Benin,Mental disorders,0
Benin,Musculoskeletal disorders,0.010879471
Benin,Neglected tropical diseases and malaria,2.563265556
Benin,Neoplasms,1.355533562
Benin,Neurological disorders,0.297035767
Benin,Non-optimal temperature,0.213180794
Benin,Nutritional deficiencies,0.133698677
Benin,Occupational risks,0.16922538
Benin,Other environmental risks,0.150530132
Benin,Other infectious diseases,0.898851543
Benin,Other non-communicable diseases,0.711944145
Benin,Respiratory infections and tuberculosis,2.345093582
Benin,Self-harm and interpersonal violence,0.360186184
Benin,Skin and subcutaneous diseases,0.026939735
Benin,Substance use disorders,0.020241058
Benin,Tobacco,0.630408135
Benin,Transport injuries,0.424884861
Benin,Unintentional injuries,0.494269966
Benin,Unsafe sex,0.562914257
Benin,"Unsafe water, sanitation, and handwashing",1.283289074
Bhutan,Alcohol use,0.260824217
Bhutan,Ambient ozone pollution,0.185578125
Bhutan,PM2.5 relative to WHO guideline,2.5
Bhutan,Cardiovascular diseases,4.587933591
Bhutan,Child and maternal malnutrition,1.445449218
Bhutan,Childhood sexual abuse and bullying,0.002046875
Bhutan,Chronic respiratory diseases,1.889992191
Bhutan,Diabetes and kidney diseases,0.937800782
Bhutan,Dietary risks,1.652589842
Bhutan,Digestive diseases,0.897953122
Bhutan,Drug use,0.088453124
Bhutan,Enteric infections,0.510136719
Bhutan,HIV/AIDS and sexually transmitted infections,0.218890625
Bhutan,High LDL cholesterol,1.051632811
Bhutan,High body-mass index,0.997039064
Bhutan,High fasting plasma glucose,1.506390625
Bhutan,High systolic blood pressure,2.324343749
Bhutan,Household air pollution from solid fuels,1.161003907
Bhutan,Intimate partner violence,0.002929688
Bhutan,Kidney dysfunction,0.772
Bhutan,Low bone mineral density,0.141136719
Bhutan,Low physical activity,0.209113281
Bhutan,Maternal and neonatal disorders,1.387414063
Bhutan,Mental disorders,0
Bhutan,Musculoskeletal disorders,0.033207031
Bhutan,Neglected tropical diseases and malaria,0.027582031
Bhutan,Neoplasms,1.549535156
Bhutan,Neurological disorders,0.365855469
Bhutan,Non-optimal temperature,0.727035157
Bhutan,Nutritional deficiencies,0.029183594
Bhutan,Occupational risks,0.426929686
Bhutan,Other environmental risks,0.165050781
Bhutan,Other infectious diseases,0.268511719
Bhutan,Other non-communicable diseases,0.440992188
Bhutan,Respiratory infections and tuberculosis,0.954691407
Bhutan,Self-harm and interpersonal violence,0.156406249
Bhutan,Skin and subcutaneous diseases,0.021929688
Bhutan,Substance use disorders,0.026515625
Bhutan,Tobacco,1.260394526
Bhutan,Transport injuries,0.230968749
Bhutan,Unintentional injuries,0.750234374
Bhutan,Unsafe sex,0.153433594
Bhutan,"Unsafe water, sanitation, and handwashing",0.342042969
Bolivia,Alcohol use,0.621840363
Bolivia,Ambient ozone pollution,0.019
Bolivia,PM2.5 relative to WHO guideline,2
Bolivia,Cardiovascular diseases,3.328984326
Bolivia,Child and maternal malnutrition,1.07610284
Bolivia,Childhood sexual abuse and bullying,0.008592556
Bolivia,Chronic respiratory diseases,0.595674829
Bolivia,Diabetes and kidney diseases,1.50954456
Bolivia,Dietary risks,1.322534771
Bolivia,Digestive diseases,1.089739475
Bolivia,Drug use,0.044962782
Bolivia,Enteric infections,0.138098922
Bolivia,HIV/AIDS and sexually transmitted infections,0.215637611
Bolivia,High LDL cholesterol,0.592921646
Bolivia,High body-mass index,1.705401559
Bolivia,High fasting plasma glucose,1.713103817
Bolivia,High systolic blood pressure,1.676745346
Bolivia,Household air pollution from solid fuels,0.402827618
Bolivia,Intimate partner violence,0.022037218
Bolivia,Kidney dysfunction,1.032530852
Bolivia,Low bone mineral density,0.086921646
Bolivia,Low physical activity,0.097802156
Bolivia,Maternal and neonatal disorders,0.997251712
Bolivia,Mental disorders,0
Bolivia,Musculoskeletal disorders,0.02767091
Bolivia,Neglected tropical diseases and malaria,0.105654261
Bolivia,Neoplasms,2.782837408
Bolivia,Neurological disorders,0.368304603
Bolivia,Non-optimal temperature,0.345259549
Bolivia,Nutritional deficiencies,0.160304603
Bolivia,Occupational risks,0.167933401
Bolivia,Other environmental risks,0.15688051
Bolivia,Other infectious diseases,0.128530852
Bolivia,Other non-communicable diseases,0.540654261
Bolivia,Respiratory infections and tuberculosis,1.570164545
Bolivia,Self-harm and interpersonal violence,0.306328113
Bolivia,Skin and subcutaneous diseases,0.011469148
Bolivia,Substance use disorders,0.086579825
Bolivia,Tobacco,0.737511274
Bolivia,Transport injuries,0.463438791
Bolivia,Unintentional injuries,0.642384923
Bolivia,Unsafe sex,0.341478937
Bolivia,"Unsafe water, sanitation, and handwashing",0.206140058
Bosnia and Herzegovina,Alcohol use,0.512984518
Bosnia and Herzegovina,Ambient ozone pollution,0.022197292
Bosnia and Herzegovina,PM2.5 relative to WHO guideline,1.8
Bosnia and Herzegovina,Cardiovascular diseases,9.334450702
Bosnia and Herzegovina,Child and maternal malnutrition,0.195789168
Bosnia and Herzegovina,Childhood sexual abuse and bullying,0.003615087
Bosnia and Herzegovina,Chronic respiratory diseases,0.315114118
Bosnia and Herzegovina,Diabetes and kidney diseases,0.829744683
Bosnia and Herzegovina,Dietary risks,2.600951641
Bosnia and Herzegovina,Digestive diseases,0.398794969
Bosnia and Herzegovina,Drug use,0.068239845
Bosnia and Herzegovina,Enteric infections,0.007
Bosnia and Herzegovina,HIV/AIDS and sexually transmitted infections,0.005516441
Bosnia and Herzegovina,High LDL cholesterol,1.519206963
Bosnia and Herzegovina,High body-mass index,1.807646037
Bosnia and Herzegovina,High fasting plasma glucose,2.823442943
Bosnia and Herzegovina,High systolic blood pressure,3.547872346
Bosnia and Herzegovina,Household air pollution from solid fuels,0.321914894
Bosnia and Herzegovina,Intimate partner violence,0.005319149
Bosnia and Herzegovina,Kidney dysfunction,0.629727273
Bosnia and Herzegovina,Low bone mineral density,0.035779497
Bosnia and Herzegovina,Low physical activity,0.173582205
Bosnia and Herzegovina,Maternal and neonatal disorders,0.208305609
Bosnia and Herzegovina,Mental disorders,0
Bosnia and Herzegovina,Musculoskeletal disorders,0.013704062
Bosnia and Herzegovina,Neglected tropical diseases and malaria,0.001
Bosnia and Herzegovina,Neoplasms,3.406891673
Bosnia and Herzegovina,Neurological disorders,0.393806577
Bosnia and Herzegovina,Non-optimal temperature,0.572323018
Bosnia and Herzegovina,Nutritional deficiencies,0.001516441
Bosnia and Herzegovina,Occupational risks,0.128288199
Bosnia and Herzegovina,Other environmental risks,0.229259187
Bosnia and Herzegovina,Other infectious diseases,0.048032882
Bosnia and Herzegovina,Other non-communicable diseases,0.154638298
Bosnia and Herzegovina,Respiratory infections and tuberculosis,0.162338491
Bosnia and Herzegovina,Self-harm and interpersonal violence,0.273481622
Bosnia and Herzegovina,Skin and subcutaneous diseases,0.005483559
Bosnia and Herzegovina,Substance use disorders,0.04315087
Bosnia and Herzegovina,Tobacco,3.271268838
Bosnia and Herzegovina,Transport injuries,0.13731141
Bosnia and Herzegovina,Unintentional injuries,0.246725336
Bosnia and Herzegovina,Unsafe sex,0.067247584
Bosnia and Herzegovina,"Unsafe water, sanitation, and handwashing",0.004516441
Botswana,Alcohol use,0.755236207
Botswana,Ambient ozone pollution,0.016031496
Botswana,PM2.5 relative to WHO guideline,0.8
Botswana,Cardiovascular diseases,3.484385845
Botswana,Child and maternal malnutrition,1.736425196
Botswana,Childhood sexual abuse and bullying,0.001507874
Botswana,Chronic respiratory diseases,0.480200786
Botswana,Diabetes and kidney diseases,1.193625989
Botswana,Dietary risks,1.309692916
Botswana,Digestive diseases,0.590161415
Botswana,Drug use,0.171059054
Botswana,Enteric infections,0.50724803
Botswana,HIV/AIDS and sexually transmitted infections,4.848653554
Botswana,High LDL cholesterol,0.415905512
Botswana,High body-mass index,1.772456709
Botswana,High fasting plasma glucose,1.8587756
Botswana,High systolic blood pressure,2.138602369
Botswana,Household air pollution from solid fuels,0.534881892
Botswana,Intimate partner violence,0.569881905
Botswana,Kidney dysfunction,0.553507874
Botswana,Low bone mineral density,0.04353937
Botswana,Low physical activity,0.122161418
Botswana,Maternal and neonatal disorders,1.157649606
Botswana,Mental disorders,0
Botswana,Musculoskeletal disorders,0.02138189
Botswana,Neglected tropical diseases and malaria,0.027507874
Botswana,Neoplasms,1.679897643
Botswana,Neurological disorders,0.208704726
Botswana,Non-optimal temperature,0.191496064
Botswana,Nutritional deficiencies,0.201110236
Botswana,Occupational risks,0.154751966
Botswana,Other environmental risks,0.107885826
Botswana,Other infectious diseases,0.242984252
Botswana,Other non-communicable diseases,0.297047244
Botswana,Respiratory infections and tuberculosis,2.033704719
Botswana,Self-harm and interpersonal violence,0.6794055
Botswana,Skin and subcutaneous diseases,0.018937008
Botswana,Substance use disorders,0.026204724
Botswana,Tobacco,1.532185025
Botswana,Transport injuries,0.511570863
Botswana,Unintentional injuries,0.492503933
Botswana,Unsafe sex,4.711795293
Botswana,"Unsafe water, sanitation, and handwashing",0.673755904
Brazil,Alcohol use,0.792493875
Brazil,Ambient ozone pollution,0.031488998
Brazil,PM2.5 relative to WHO guideline,0.6
